CustomerID,recency_days,frequency,monetary,customer_lifespan_years,first_purchase_date,last_purchase_date,analysis_date,R_quintile,F_quintile,M_quintile,RFM_Score,Segment
12748,0,209,33719.72999999993,1.021917808219178,2010-12-01 12:48:00,2011-12-09 12:20:00,2011-12-09 12:50:00,5,5,5,555,Champions
15838,11,19,33643.079999999994,0.9753424657534246,2010-12-07 11:26:00,2011-11-28 14:00:00,2011-12-09 12:50:00,5,5,5,555,Champions
17404,4,15,31906.82,0.9753424657534246,2010-12-14 13:28:00,2011-12-05 16:26:00,2011-12-09 12:50:00,5,5,5,555,Champions
17389,0,34,31833.68,0.9068493150684932,2011-01-12 15:48:00,2011-12-09 09:38:00,2011-12-09 12:50:00,5,5,5,555,Champions
15749,235,3,31455.5,0.2657534246575342,2011-01-11 12:55:00,2011-04-18 13:20:00,2011-12-09 12:50:00,1,3,5,135,Can't Lose Them
13098,1,28,28882.439999999995,0.8657534246575342,2011-01-26 13:46:00,2011-12-08 14:14:00,2011-12-09 12:50:00,5,5,5,555,Champions
14680,25,16,28754.11,0.947945205479452,2010-12-03 12:05:00,2011-11-14 16:59:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
13081,11,11,28337.379999999983,0.9863013698630136,2010-12-03 17:20:00,2011-11-28 10:54:00,2011-12-09 12:50:00,5,5,5,555,Champions
13408,1,62,28117.039999999983,1.0191780821917809,2010-12-01 10:39:00,2011-12-08 09:05:00,2011-12-09 12:50:00,5,5,5,555,Champions
17857,4,23,26879.04,0.989041095890411,2010-12-09 11:35:00,2011-12-05 13:13:00,2011-12-09 12:50:00,5,5,5,555,Champions
16333,7,22,26626.8,0.8273972602739726,2011-02-03 10:50:00,2011-12-02 12:19:00,2011-12-09 12:50:00,5,5,5,555,Champions
13777,0,33,25977.16,1.021917808219178,2010-12-01 16:01:00,2011-12-09 12:25:00,2011-12-09 12:50:00,5,5,5,555,Champions
12753,22,6,21429.39,0.9315068493150684,2010-12-12 11:44:00,2011-11-17 10:52:00,2011-12-09 12:50:00,4,4,5,445,Loyal Customers
12744,51,7,21279.29,0.7315068493150685,2011-01-25 13:26:00,2011-10-19 11:18:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
16210,1,18,21086.300000000003,1.0191780821917809,2010-12-01 12:27:00,2011-12-08 12:36:00,2011-12-09 12:50:00,5,5,5,555,Champions
17675,1,31,20374.28000000001,1.0027397260273974,2010-12-07 13:22:00,2011-12-08 18:03:00,2011-12-09 12:50:00,5,5,5,555,Champions
17381,8,29,20275.61,0.9972602739726028,2010-12-02 12:58:00,2011-12-01 11:59:00,2011-12-09 12:50:00,5,5,5,555,Champions
15039,9,47,19914.43999999998,0.9835616438356164,2010-12-06 11:26:00,2011-11-30 11:31:00,2011-12-09 12:50:00,5,5,5,555,Champions
12471,2,30,19824.05,0.9917808219178084,2010-12-10 09:35:00,2011-12-07 15:43:00,2011-12-09 12:50:00,5,5,5,555,Champions
12731,23,12,18895.91,0.9342465753424658,2010-12-10 10:56:00,2011-11-16 11:59:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
15159,1,30,18641.009999999995,0.9863013698630136,2010-12-13 15:44:00,2011-12-08 12:05:00,2011-12-09 12:50:00,5,5,5,555,Champions
12901,8,28,17654.54,0.7178082191780822,2011-03-14 10:41:00,2011-12-01 10:07:00,2011-12-09 12:50:00,5,5,5,555,Champions
12678,42,12,17628.460000000003,0.852054794520548,2010-12-21 11:00:00,2011-10-28 13:04:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
14031,7,19,17286.859999999997,1.0,2010-12-02 16:34:00,2011-12-02 17:13:00,2011-12-09 12:50:00,5,5,5,555,Champions
17428,0,28,17256.850000000002,1.008219178082192,2010-12-06 09:37:00,2011-12-09 09:45:00,2011-12-09 12:50:00,5,5,5,555,Champions
13767,2,37,17220.35999999999,1.0164383561643835,2010-12-01 10:47:00,2011-12-07 15:00:00,2011-12-09 12:50:00,5,5,5,555,Champions
13881,3,20,17159.519999999997,0.8438356164383561,2011-02-01 10:14:00,2011-12-06 12:50:00,2011-12-09 12:50:00,5,5,5,555,Champions
16839,8,34,16594.350000000006,0.989041095890411,2010-12-05 11:15:00,2011-12-01 09:03:00,2011-12-09 12:50:00,5,5,5,555,Champions
12921,9,37,16587.089999999993,0.9972602739726028,2010-12-01 15:06:00,2011-11-30 16:22:00,2011-12-09 12:50:00,5,5,5,555,Champions
14607,15,14,16569.5,0.673972602739726,2011-03-23 15:22:00,2011-11-24 10:35:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
15856,4,27,16387.57,0.989041095890411,2010-12-09 13:34:00,2011-12-05 17:09:00,2011-12-09 12:50:00,5,5,5,555,Champions
17677,1,30,16363.23,1.0054794520547945,2010-12-06 08:42:00,2011-12-08 09:56:00,2011-12-09 12:50:00,5,5,5,555,Champions
15189,1,41,16225.39,0.9068493150684932,2011-01-11 12:29:00,2011-12-08 13:22:00,2011-12-09 12:50:00,5,5,5,555,Champions
14051,0,23,15610.39,1.0027397260273974,2010-12-08 12:49:00,2011-12-09 10:20:00,2011-12-09 12:50:00,5,5,5,555,Champions
15513,33,19,14758.22,0.9315068493150684,2010-12-01 11:22:00,2011-11-06 14:36:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
16133,3,33,14589.040000000005,0.863013698630137,2011-01-25 15:55:00,2011-12-06 11:24:00,2011-12-09 12:50:00,5,5,5,555,Champions
14866,10,12,14389.900000000003,0.9753424657534246,2010-12-08 14:58:00,2011-11-29 11:45:00,2011-12-09 12:50:00,5,5,5,555,Champions
16705,0,20,14034.990000000003,0.9808219178082191,2010-12-16 10:51:00,2011-12-09 12:08:00,2011-12-09 12:50:00,5,5,5,555,Champions
12681,14,22,13787.54,0.9671232876712328,2010-12-07 10:08:00,2011-11-25 11:33:00,2011-12-09 12:50:00,5,5,5,555,Champions
12621,1,20,13689.670000000006,0.9972602739726028,2010-12-09 10:16:00,2011-12-08 11:25:00,2011-12-09 12:50:00,5,5,5,555,Champions
12540,19,17,13400.239999999996,0.936986301369863,2010-12-13 09:39:00,2011-11-20 11:31:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12433,0,7,13375.87,1.021917808219178,2010-12-01 13:24:00,2011-12-09 10:02:00,2011-12-09 12:50:00,5,5,5,555,Champions
15498,2,27,13316.4,0.9972602739726028,2010-12-08 12:29:00,2011-12-07 12:48:00,2011-12-09 12:50:00,5,5,5,555,Champions
12477,22,6,13219.739999999998,0.7643835616438356,2011-02-11 12:45:00,2011-11-17 09:51:00,2011-12-09 12:50:00,4,4,5,445,Loyal Customers
17735,2,19,13110.020000000008,1.0,2010-12-07 10:32:00,2011-12-07 16:47:00,2011-12-09 12:50:00,5,5,5,555,Champions
16525,2,26,13027.45,0.9972602739726028,2010-12-08 11:31:00,2011-12-07 15:07:00,2011-12-09 12:50:00,5,5,5,555,Champions
14258,9,9,12669.979999999998,0.8986301369863013,2011-01-06 12:18:00,2011-11-30 15:27:00,2011-12-09 12:50:00,5,5,5,555,Champions
13078,3,26,12627.94,0.9945205479452056,2010-12-08 09:07:00,2011-12-06 15:36:00,2011-12-09 12:50:00,5,5,5,555,Champions
12536,43,3,12601.830000000004,0.0438356164383561,2011-10-11 14:52:00,2011-10-27 14:20:00,2011-12-09 12:50:00,3,3,5,335,Potential Loyalists
15640,4,15,12515.659999999996,1.008219178082192,2010-12-02 15:40:00,2011-12-05 14:35:00,2011-12-09 12:50:00,5,5,5,555,Champions
16000,2,3,12393.7,0.0,2011-12-07 12:14:00,2011-12-07 12:17:00,2011-12-09 12:50:00,5,3,5,535,Potential Loyalists
17340,29,11,12353.290000000005,0.9232876712328768,2010-12-08 15:56:00,2011-11-10 10:45:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12682,3,31,12288.22,1.008219178082192,2010-12-03 13:59:00,2011-12-06 10:00:00,2011-12-09 12:50:00,5,5,5,555,Champions
13113,0,24,12245.96,1.0027397260273974,2010-12-08 13:21:00,2011-12-09 12:49:00,2011-12-09 12:50:00,5,5,5,555,Champions
14606,1,93,12156.649999999969,1.0191780821917809,2010-12-01 16:57:00,2011-12-08 19:28:00,2011-12-09 12:50:00,5,5,5,555,Champions
12557,16,5,11990.96,0.9726027397260274,2010-12-03 12:20:00,2011-11-23 16:59:00,2011-12-09 12:50:00,4,4,5,445,Loyal Customers
12939,64,8,11581.799999999996,0.7397260273972602,2011-01-09 11:20:00,2011-10-06 14:33:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
15125,25,15,11528.480000000003,0.6712328767123288,2011-03-14 09:59:00,2011-11-14 13:57:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
14194,4,21,11349.520000000006,0.8328767123287671,2011-02-04 14:51:00,2011-12-05 10:38:00,2011-12-09 12:50:00,5,5,5,555,Champions
12971,3,86,11189.910000000002,1.010958904109589,2010-12-02 16:42:00,2011-12-06 12:20:00,2011-12-09 12:50:00,5,5,5,555,Champions
14895,7,20,11138.709999999995,0.7753424657534247,2011-02-22 13:08:00,2011-12-02 09:23:00,2011-12-09 12:50:00,5,5,5,555,Champions
12409,78,3,11072.67,0.284931506849315,2011-06-10 12:19:00,2011-09-22 10:38:00,2011-12-09 12:50:00,2,3,5,235,At Risk
15482,15,12,11054.96,0.9397260273972604,2010-12-16 10:08:00,2011-11-24 10:46:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
17581,0,25,11045.04,1.0191780821917809,2010-12-02 14:47:00,2011-12-09 12:21:00,2011-12-09 12:50:00,5,5,5,555,Champions
13319,5,26,10845.55,0.9863013698630136,2010-12-09 10:04:00,2011-12-04 13:34:00,2011-12-09 12:50:00,5,5,5,555,Champions
17107,33,6,10815.430000000004,0.6712328767123288,2011-03-06 15:17:00,2011-11-06 14:14:00,2011-12-09 12:50:00,3,4,5,345,Potential Loyalists
13340,45,7,10736.48,0.6328767123287671,2011-03-08 11:39:00,2011-10-25 13:15:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
14769,2,8,10674.750000000002,0.9726027397260274,2010-12-17 11:40:00,2011-12-07 10:24:00,2011-12-09 12:50:00,5,5,5,555,Champions
17139,15,12,10668.47,0.7479452054794521,2011-02-24 09:32:00,2011-11-24 10:12:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
16779,2,22,10629.72,0.9972602739726028,2010-12-08 09:56:00,2011-12-07 14:54:00,2011-12-09 12:50:00,5,5,5,555,Champions
17865,30,20,10526.319999999996,0.915068493150685,2010-12-10 14:53:00,2011-11-09 12:08:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
17706,4,17,10504.489999999996,0.9917808219178084,2010-12-08 11:02:00,2011-12-05 13:34:00,2011-12-09 12:50:00,5,5,5,555,Champions
15251,9,11,10484.990000000002,0.6356164383561644,2011-04-12 10:38:00,2011-11-30 15:02:00,2011-12-09 12:50:00,5,5,5,555,Champions
14062,9,12,10464.85,0.9726027397260274,2010-12-10 15:56:00,2011-11-30 10:04:00,2011-12-09 12:50:00,5,5,5,555,Champions
15615,10,23,10399.740000000002,0.9561643835616438,2010-12-15 16:21:00,2011-11-29 14:42:00,2011-12-09 12:50:00,5,5,5,555,Champions
15502,15,12,10384.93,0.96986301369863,2010-12-05 15:40:00,2011-11-24 12:48:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
16180,100,8,10254.18,0.4164383561643835,2011-04-01 10:23:00,2011-08-31 16:28:00,2011-12-09 12:50:00,2,5,5,255,At Risk
16843,42,16,10196.569999999996,0.7808219178082192,2011-01-16 16:10:00,2011-10-28 09:06:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
12590,211,2,9864.260000000004,0.0,2011-05-12 14:46:00,2011-05-12 14:52:00,2011-12-09 12:50:00,1,2,5,125,Hibernating
13001,4,13,9818.820000000003,0.8821917808219178,2011-01-17 12:45:00,2011-12-05 14:51:00,2011-12-09 12:50:00,5,5,5,555,Champions
13199,3,38,9817.12,0.9945205479452056,2010-12-08 10:51:00,2011-12-06 12:30:00,2011-12-09 12:50:00,5,5,5,555,Champions
15078,7,32,9743.11,0.989041095890411,2010-12-06 12:38:00,2011-12-02 15:41:00,2011-12-09 12:50:00,5,5,5,555,Champions
12709,15,15,9736.52,0.9616438356164384,2010-12-08 09:49:00,2011-11-24 15:38:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
13458,7,14,9646.569999999996,0.9643835616438357,2010-12-15 12:05:00,2011-12-02 15:29:00,2011-12-09 12:50:00,5,5,5,555,Champions
14733,16,12,9585.91,0.9616438356164384,2010-12-07 11:30:00,2011-11-23 15:39:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
16523,1,21,9418.47,0.8602739726027397,2011-01-28 12:06:00,2011-12-08 09:06:00,2011-12-09 12:50:00,5,5,5,555,Champions
12567,22,10,9401.28,0.9506849315068492,2010-12-05 11:57:00,2011-11-17 11:02:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
14367,8,16,9261.520000000008,0.7342465753424657,2011-03-08 14:12:00,2011-12-01 13:19:00,2011-12-09 12:50:00,5,5,5,555,Champions
14667,10,25,9241.200000000004,0.9808219178082191,2010-12-06 13:13:00,2011-11-29 11:30:00,2011-12-09 12:50:00,5,5,5,555,Champions
18092,2,11,9068.259999999998,0.9945205479452056,2010-12-09 10:00:00,2011-12-07 13:14:00,2011-12-09 12:50:00,5,5,5,555,Champions
13969,7,18,9053.940000000002,0.9808219178082191,2010-12-09 19:32:00,2011-12-02 15:11:00,2011-12-09 12:50:00,5,5,5,555,Champions
12451,10,5,9035.52,0.8602739726027397,2011-01-19 09:05:00,2011-11-29 08:40:00,2011-12-09 12:50:00,5,4,5,545,Loyal Customers
13488,17,13,8968.309999999998,0.958904109589041,2010-12-07 13:01:00,2011-11-22 14:41:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
13090,8,14,8910.820000000002,0.9972602739726028,2010-12-02 07:48:00,2011-12-01 12:39:00,2011-12-09 12:50:00,5,5,5,555,Champions
16033,5,20,8816.399999999996,0.9972602739726028,2010-12-05 10:36:00,2011-12-04 12:44:00,2011-12-09 12:50:00,5,5,5,555,Champions
17017,2,20,8694.259999999998,1.0136986301369864,2010-12-02 10:17:00,2011-12-07 09:32:00,2011-12-09 12:50:00,5,5,5,555,Champions
17243,1,26,8676.85,1.008219178082192,2010-12-05 10:03:00,2011-12-08 13:26:00,2011-12-09 12:50:00,5,5,5,555,Champions
17306,10,19,8631.31,0.9397260273972604,2010-12-21 13:34:00,2011-11-29 12:14:00,2011-12-09 12:50:00,5,5,5,555,Champions
16656,22,15,8625.800000000001,0.936986301369863,2010-12-10 11:23:00,2011-11-17 14:43:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
14527,2,55,8508.820000000002,1.0054794520547945,2010-12-05 13:17:00,2011-12-07 12:19:00,2011-12-09 12:50:00,5,5,5,555,Champions
12683,4,15,8476.57,0.989041095890411,2010-12-09 10:37:00,2011-12-05 16:31:00,2011-12-09 12:50:00,5,5,5,555,Champions
18139,17,6,8438.339999999998,0.0027397260273972,2011-11-21 14:06:00,2011-11-22 10:44:00,2011-12-09 12:50:00,4,4,5,445,Loyal Customers
15358,4,22,8347.199999999999,0.989041095890411,2010-12-09 10:04:00,2011-12-05 09:04:00,2011-12-09 12:50:00,5,5,5,555,Champions
16558,0,20,8338.490000000002,1.0027397260273974,2010-12-08 12:01:00,2011-12-09 10:20:00,2011-12-09 12:50:00,5,5,5,555,Champions
14056,1,23,8214.649999999998,0.7753424657534247,2011-02-28 15:19:00,2011-12-08 13:36:00,2011-12-09 12:50:00,5,5,5,555,Champions
14936,33,8,8137.020000000003,0.663013698630137,2011-03-09 11:53:00,2011-11-06 10:30:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
16672,2,20,8134.94,0.7232876712328767,2011-03-18 10:15:00,2011-12-07 16:29:00,2011-12-09 12:50:00,5,5,5,555,Champions
13854,8,25,8109.519999999999,0.978082191780822,2010-12-09 10:48:00,2011-12-01 09:06:00,2011-12-09 12:50:00,5,5,5,555,Champions
14952,59,11,8099.490000000002,0.8356164383561644,2010-12-10 12:48:00,2011-10-11 10:33:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
18109,1,26,8052.970000000003,1.008219178082192,2010-12-05 10:58:00,2011-12-08 11:36:00,2011-12-09 12:50:00,5,5,5,555,Champions
14796,1,17,8022.489999999998,1.0,2010-12-08 10:40:00,2011-12-08 15:31:00,2011-12-09 12:50:00,5,5,5,555,Champions
12428,25,9,7956.459999999999,0.7068493150684931,2011-03-01 09:33:00,2011-11-14 08:22:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
15290,4,18,7943.22,0.9726027397260274,2010-12-15 16:03:00,2011-12-05 11:39:00,2011-12-09 12:50:00,5,5,5,555,Champions
14849,21,25,7930.54,0.9643835616438357,2010-12-01 12:22:00,2011-11-18 10:58:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12757,15,13,7857.100000000002,0.536986301369863,2011-05-12 19:01:00,2011-11-24 12:30:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
17811,4,39,7837.730000000001,0.9013698630136986,2011-01-10 10:58:00,2011-12-05 13:46:00,2011-12-09 12:50:00,5,5,5,555,Champions
13093,275,8,7832.469999999998,0.2684931506849315,2010-12-01 15:00:00,2011-03-09 12:14:00,2011-12-09 12:50:00,1,5,5,155,Can't Lose Them
12435,79,2,7829.889999999999,0.5150684931506849,2011-03-17 07:40:00,2011-09-21 09:06:00,2011-12-09 12:50:00,2,2,5,225,At Risk
13629,23,11,7792.36,0.863013698630137,2011-01-05 12:09:00,2011-11-16 13:21:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
15044,19,17,7700.230000000001,0.9397260273972604,2010-12-12 14:27:00,2011-11-20 13:20:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
15194,3,15,7616.530000000001,1.0,2010-12-06 15:00:00,2011-12-06 15:10:00,2011-12-09 12:50:00,5,5,5,555,Champions
18172,14,20,7561.680000000001,0.7534246575342466,2011-02-23 10:44:00,2011-11-25 11:12:00,2011-12-09 12:50:00,5,5,5,555,Champions
13263,1,35,7454.0700000000015,0.8876712328767123,2011-01-18 16:31:00,2011-12-08 13:59:00,2011-12-09 12:50:00,5,5,5,555,Champions
12474,17,18,7375.789999999997,0.8547945205479452,2011-01-14 10:06:00,2011-11-22 14:39:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12980,157,9,7374.9,0.5506849315068493,2010-12-16 11:36:00,2011-07-05 09:34:00,2011-12-09 12:50:00,2,5,5,255,At Risk
15465,19,18,7354.619999999999,0.958904109589041,2010-12-05 10:12:00,2011-11-20 10:11:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
17396,39,8,7330.8,0.9095890410958904,2010-12-03 09:45:00,2011-10-31 14:12:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
12583,2,15,7281.379999999999,1.0164383561643835,2010-12-01 08:45:00,2011-12-07 08:07:00,2011-12-09 12:50:00,5,5,5,555,Champions
13018,16,28,7277.699999999999,0.7643835616438356,2011-02-17 11:05:00,2011-11-23 13:28:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
18229,11,20,7276.900000000001,0.9917808219178084,2010-12-01 16:25:00,2011-11-28 09:48:00,2011-12-09 12:50:00,5,5,5,555,Champions
16923,12,19,7247.610000000001,0.958904109589041,2010-12-12 11:06:00,2011-11-27 13:00:00,2011-12-09 12:50:00,5,5,5,555,Champions
16729,38,21,7239.9199999999955,0.5561643835616439,2011-04-12 14:22:00,2011-11-01 14:29:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
16745,86,17,7194.300000000001,0.6164383561643836,2011-02-01 11:31:00,2011-09-14 11:58:00,2011-12-09 12:50:00,2,5,5,255,At Risk
16873,4,6,7123.62,0.9863013698630136,2010-12-10 15:45:00,2011-12-05 12:05:00,2011-12-09 12:50:00,5,4,5,545,Loyal Customers
13324,36,10,7121.950000000001,0.8876712328767123,2010-12-14 09:50:00,2011-11-03 16:28:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
13985,4,15,7060.130000000001,0.7123287671232876,2011-03-20 13:48:00,2011-12-05 17:06:00,2011-12-09 12:50:00,5,5,5,555,Champions
14961,10,9,7044.680000000001,0.958904109589041,2010-12-14 11:38:00,2011-11-29 09:42:00,2011-12-09 12:50:00,5,5,5,555,Champions
12766,3,7,6989.630000000002,0.9945205479452056,2010-12-08 13:53:00,2011-12-06 08:46:00,2011-12-09 12:50:00,5,5,5,555,Champions
12798,10,3,6977.039999999999,0.4383561643835616,2011-06-22 10:11:00,2011-11-29 15:52:00,2011-12-09 12:50:00,5,3,5,535,Potential Loyalists
12989,3,15,6924.110000000001,0.989041095890411,2010-12-10 13:24:00,2011-12-06 15:28:00,2011-12-09 12:50:00,5,5,5,555,Champions
16713,18,15,6923.129999999999,0.9534246575342464,2010-12-08 13:01:00,2011-11-21 12:36:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
13027,113,6,6912.0,0.6602739726027397,2010-12-20 12:45:00,2011-08-18 09:39:00,2011-12-09 12:50:00,2,4,5,245,At Risk
16187,31,15,6911.4400000000005,0.6931506849315069,2011-02-28 13:34:00,2011-11-08 09:50:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
17416,29,7,6893.420000000002,0.6904109589041096,2011-03-03 13:45:00,2011-11-10 12:47:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12705,15,9,6868.289999999998,0.936986301369863,2010-12-17 15:58:00,2011-11-24 13:17:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12476,15,11,6816.42,0.947945205479452,2010-12-13 14:39:00,2011-11-24 12:40:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12830,37,6,6814.640000000001,0.3671232876712328,2011-06-21 10:53:00,2011-11-02 11:54:00,2011-12-09 12:50:00,3,4,5,345,Potential Loyalists
15023,3,11,6802.759999999998,1.0027397260273974,2010-12-05 13:49:00,2011-12-06 17:23:00,2011-12-09 12:50:00,5,5,5,555,Champions
18055,7,10,6784.19,0.9917808219178084,2010-12-05 10:52:00,2011-12-02 14:25:00,2011-12-09 12:50:00,5,5,5,555,Champions
15601,11,14,6776.56,0.989041095890411,2010-12-02 10:39:00,2011-11-28 15:15:00,2011-12-09 12:50:00,5,5,5,555,Champions
16652,58,7,6773.97,0.589041095890411,2011-03-11 13:13:00,2011-10-12 09:38:00,2011-12-09 12:50:00,3,5,5,355,Potential Loyalists
16532,17,3,6748.799999999999,0.8794520547945206,2011-01-05 12:37:00,2011-11-22 11:08:00,2011-12-09 12:50:00,4,3,5,435,Potential Loyalists
13576,10,18,6717.339999999999,0.9945205479452056,2010-12-01 17:24:00,2011-11-29 15:34:00,2011-12-09 12:50:00,5,5,5,555,Champions
16746,4,18,6697.660000000002,0.96986301369863,2010-12-16 11:43:00,2011-12-05 12:33:00,2011-12-09 12:50:00,5,5,5,555,Champions
15249,31,13,6688.459999999997,0.6164383561643836,2011-03-28 12:49:00,2011-11-08 11:45:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
16353,3,23,6675.710000000001,1.0027397260273974,2010-12-05 12:09:00,2011-12-06 12:23:00,2011-12-09 12:50:00,5,5,5,555,Champions
17338,17,8,6643.930000000003,0.9424657534246575,2010-12-13 12:57:00,2011-11-22 14:23:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
12626,23,9,6620.4800000000005,0.8301369863013699,2011-01-17 11:01:00,2011-11-16 16:06:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
16182,72,4,6617.65,0.6082191780821918,2011-02-18 10:11:00,2011-09-28 13:23:00,2011-12-09 12:50:00,2,4,5,245,At Risk
15144,8,17,6580.4400000000005,0.8328767123287671,2011-01-31 13:17:00,2011-12-01 15:12:00,2011-12-09 12:50:00,5,5,5,555,Champions
12472,32,7,6572.110000000001,0.9232876712328768,2010-12-05 14:19:00,2011-11-07 14:01:00,2011-12-09 12:50:00,4,5,5,455,Loyal Customers
